"slot","panel","date","time","panel_title","chairs","discussants","section","title","presenter","coauthor","presenter_affiliation"
"Do A","21","26.09.2024","9:00-10:30 Uhr","Neue Denkrichtungen in den deutschen IB-Theorien","Frank A. Stengel, Christian-Albrechts-Universität zu Kiel; Madeleine Böhm, Universität Erfurt","Oliver Kessler, Universität Erfurt; Dirk Nabers, Christian-Albrechts-Universität zu Kiel","Internationale Beziehungen; Soziologie der internationalen Beziehungen; Diskursforschung","Kooperation als ergebnisoffene, soziale Praxis: Duisburger Reflexionen zur Entstehung eines neuen Forschung","Katja Freistein",NA,"Käte Hamburger Kolleg / Centre for Global Cooperation Research"
"Do A","21","26.09.2024","9:00-10:30 Uhr","Neue Denkrichtungen in den deutschen IB-Theorien","Frank A. Stengel, Christian-Albrechts-Universität zu Kiel; Madeleine Böhm, Universität Erfurt","Oliver Kessler, Universität Erfurt; Dirk Nabers, Christian-Albrechts-Universität zu Kiel","Internationale Beziehungen; Soziologie der internationalen Beziehungen; Diskursforschung","Kooperation als ergebnisoffene, soziale Praxis: Duisburger Reflexionen zur Entstehung eines neuen Forschung","Frank Gadinger",NA,"Käte Hamburger Kolleg/Centre for Global Cooperation Research"
"Do A","22","26.09.2024","9:00-10:30 Uhr","New Lines of Political Conflict, Social Identity and Vote Choice (1): The Elite Perspective","","Matthias Mader, Universität Konstanz; Nils Steiner, Johannes Gutenberg-Universität Mainz","Politische Soziologie; Wahlen und politische Einstellungen; Vergleichende Politikwissenschaft",NA,NA,NA,NA
"Do A","22","26.09.2024","9:00-10:30 Uhr","New Lines of Political Conflict, Social Identity and Vote Choice (1): The Elite Perspective","","Matthias Mader, Universität Konstanz; Nils Steiner, Johannes Gutenberg-Universität Mainz","Politische Soziologie; Wahlen und politische Einstellungen; Vergleichende Politikwissenschaft","How (un-)equal is pledge-making? Marginalized groups and elected executives’ pledges in France and Germany (1995-2022) ","Elisa Deiss-Helbig","Isabelle Guinaudeau","Universität Konstanz"
"Do A","22","26.09.2024","9:00-10:30 Uhr","New Lines of Political Conflict, Social Identity and Vote Choice (1): The Elite Perspective","","Matthias Mader, Universität Konstanz; Nils Steiner, Johannes Gutenberg-Universität Mainz","Politische Soziologie; Wahlen und politische Einstellungen; Vergleichende Politikwissenschaft","How (un-)equal is pledge-making? Marginalized groups and elected executives’ pledges in France and Germany (1995-2022) ","Theres Matthieß","Isabelle Guinaudeau","Universität Trier"
"Do A","22","26.09.2024","9:00-10:30 Uhr","New Lines of Political Conflict, Social Identity and Vote Choice (1): The Elite Perspective","","Matthias Mader, Universität Konstanz; Nils Steiner, Johannes Gutenberg-Universität Mainz","Politische Soziologie; Wahlen und politische Einstellungen; Vergleichende Politikwissenschaft","How (un-)equal is pledge-making? Marginalized groups and elected executives’ pledges in France and Germany (1995-2022) ","Robin J. Rentrop","Isabelle Guinaudeau","Universität Trier"
"Do A","22","26.09.2024","9:00-10:30 Uhr","New Lines of Political Conflict, Social Identity and Vote Choice (1): The Elite Perspective","","Matthias Mader, Universität Konstanz; Nils Steiner, Johannes Gutenberg-Universität Mainz","Politische Soziologie; Wahlen und politische Einstellungen; Vergleichende Politikwissenschaft","Party Representation of Social Classes in Contemporary Switzerland: A Citizens’ Perspective (Ko-Autor*innen: Line Rennwald, ","Anke Tresch",NA,"FORS / Universität Lausanne"
"Do A","22","26.09.2024","9:00-10:30 Uhr","New Lines of Political Conflict, Social Identity and Vote Choice (1): The Elite Perspective","","Matthias Mader, Universität Konstanz; Nils Steiner, Johannes Gutenberg-Universität Mainz","Politische Soziologie; Wahlen und politische Einstellungen; Vergleichende Politikwissenschaft","The effect of regional accents on voting behaviour: Experimental evid","Sven Hegewald",NA,"ETH Zürich"
"Do A","22","26.09.2024","9:00-10:30 Uhr","New Lines of Political Conflict, Social Identity and Vote Choice (1): The Elite Perspective","","Matthias Mader, Universität Konstanz; Nils Steiner, Johannes Gutenberg-Universität Mainz","Politische Soziologie; Wahlen und politische Einstellungen; Vergleichende Politikwissenschaft","The mobilizing effect of class appeals on the new and old working class (Ko-Autor*innen: Robin Weisse","Magdalena Breyer",NA,"Universität Basel"
"Do A","22","26.09.2024","9:00-10:30 Uhr","New Lines of Political Conflict, Social Identity and Vote Choice (1): The Elite Perspective","","Matthias Mader, Universität Konstanz; Nils Steiner, Johannes Gutenberg-Universität Mainz","Politische Soziologie; Wahlen und politische Einstellungen; Vergleichende Politikwissenschaft","What Works in Advancing Minority Causes in Identity Politics? Experimental Evidence on the Effects of Antagonistic and Universalistic Arguments (Ko-Autor*innen: Peter Dinesen","Markus Kollberg",NA,"Humboldt-Universität zu Berlin"
"Do A","23","26.09.2024","9:00-10:30 Uhr","Policy Making During, Before, and After Covid-19","Steffen Eckhard, Zeppelin Universität; Alexa Lenz, Ludwig-Maximilians-Universität München / Zeppelin Universität","Franziska Graf, Zeppelin Universität; Pauline Hoffmann, Zeppelin Universität","Policy-Analyse und Verwaltungswissenschaft","Does Partisan Conflict Reduce Public Support for Crisis Response Policy Decisions? Evidence from the ","Christian Adam",NA,"Zeppelin Universität"
"Do A","23","26.09.2024","9:00-10:30 Uhr","Policy Making During, Before, and After Covid-19","Steffen Eckhard, Zeppelin Universität; Alexa Lenz, Ludwig-Maximilians-Universität München / Zeppelin Universität","Franziska Graf, Zeppelin Universität; Pauline Hoffmann, Zeppelin Universität","Policy-Analyse und Verwaltungswissenschaft","Does Partisan Conflict Reduce Public Support for Crisis Response Policy Decisions? Evidence from the ","Franziska Graf",NA,"Zeppelin Universität"
"Do A","23","26.09.2024","9:00-10:30 Uhr","Policy Making During, Before, and After Covid-19","Steffen Eckhard, Zeppelin Universität; Alexa Lenz, Ludwig-Maximilians-Universität München / Zeppelin Universität","Franziska Graf, Zeppelin Universität; Pauline Hoffmann, Zeppelin Universität","Policy-Analyse und Verwaltungswissenschaft","Does Partisan Conflict Reduce Public Support for Crisis Response Policy Decisions? Evidence from the ","Alexa Lenz",NA,"Zeppelin Universität"
"Do A","23","26.09.2024","9:00-10:30 Uhr","Policy Making During, Before, and After Covid-19","Steffen Eckhard, Zeppelin Universität; Alexa Lenz, Ludwig-Maximilians-Universität München / Zeppelin Universität","Franziska Graf, Zeppelin Universität; Pauline Hoffmann, Zeppelin Universität","Policy-Analyse und Verwaltungswissenschaft","German labor market policies during Covid. Between conservative stabilization and pr","Florian Spohr",NA,"Universität Stuttgart"
"Do A","23","26.09.2024","9:00-10:30 Uhr","Policy Making During, Before, and After Covid-19","Steffen Eckhard, Zeppelin Universität; Alexa Lenz, Ludwig-Maximilians-Universität München / Zeppelin Universität","Franziska Graf, Zeppelin Universität; Pauline Hoffmann, Zeppelin Universität","Policy-Analyse und Verwaltungswissenschaft","German labor market policies during Covid. Between conservative stabilization and pr","Fabian Beckmann",NA,"Ruhr-Universität Bochu"
"Do A","23","26.09.2024","9:00-10:30 Uhr","Policy Making During, Before, and After Covid-19","Steffen Eckhard, Zeppelin Universität; Alexa Lenz, Ludwig-Maximilians-Universität München / Zeppelin Universität","Franziska Graf, Zeppelin Universität; Pauline Hoffmann, Zeppelin Universität","Policy-Analyse und Verwaltungswissenschaft","The COVID-19 pandemic as a driver of European social p","Jonas Rietschel",NA,"Europa-Universität Viadrina Frankfurt (Oder)"
"Do A","23","26.09.2024","9:00-10:30 Uhr","Policy Making During, Before, and After Covid-19","Steffen Eckhard, Zeppelin Universität; Alexa Lenz, Ludwig-Maximilians-Universität München / Zeppelin Universität","Franziska Graf, Zeppelin Universität; Pauline Hoffmann, Zeppelin Universität","Policy-Analyse und Verwaltungswissenschaft","The Impact of Children's Interests on School Closure Decision-Making in European Countries During the COVID-19 Pandemic: A Com","Tim Stegemann",NA,"Deutsches Kinderhilfswerk e.V."
"Do A","23","26.09.2024","9:00-10:30 Uhr","Policy Making During, Before, and After Covid-19","Steffen Eckhard, Zeppelin Universität; Alexa Lenz, Ludwig-Maximilians-Universität München / Zeppelin Universität","Franziska Graf, Zeppelin Universität; Pauline Hoffmann, Zeppelin Universität","Policy-Analyse und Verwaltungswissenschaft","Who Rules During Crisis? The Power of the German Automotive Industry and the (Non)Introduction of Vehicle ","Jonas Horn",NA,"Universität zu Köln"
"Do A","24","26.09.2024","9:00-10:30 Uhr","Politische Bildung in der Polykrise","Daniel Keil, Universität zu Köln","Julia Lingenfelder, Universität zu Köln; Bettina Lösch, Universität zu Köln; Felix Kirchhof, Universität zu Köln; Georg Gläser, Universität zu Köln; Gudrun Hentges, Universität zu Köln","Politikwissenschaft und Politische Bildung; Soziale Bewegungen; Populismus","Die Debatte um Neutralität (in) der po","Gudrun Hentges",NA,"Universität zu Köln"
"Do A","24","26.09.2024","9:00-10:30 Uhr","Politische Bildung in der Polykrise","Daniel Keil, Universität zu Köln","Julia Lingenfelder, Universität zu Köln; Bettina Lösch, Universität zu Köln; Felix Kirchhof, Universität zu Köln; Georg Gläser, Universität zu Köln; Gudrun Hentges, Universität zu Köln","Politikwissenschaft und Politische Bildung; Soziale Bewegungen; Populismus","Die Debatte um Neutralität (in) der po","Bettina Lösch",NA,"Universität zu Köln"
"Do A","24","26.09.2024","9:00-10:30 Uhr","Politische Bildung in der Polykrise","Daniel Keil, Universität zu Köln","Julia Lingenfelder, Universität zu Köln; Bettina Lösch, Universität zu Köln; Felix Kirchhof, Universität zu Köln; Georg Gläser, Universität zu Köln; Gudrun Hentges, Universität zu Köln","Politikwissenschaft und Politische Bildung; Soziale Bewegungen; Populismus","Politische Bildung und Demokratieförderung als Antwort auf oder be","Georg Gläser",NA,"Universität zu Köln"
"Do A","24","26.09.2024","9:00-10:30 Uhr","Politische Bildung in der Polykrise","Daniel Keil, Universität zu Köln","Julia Lingenfelder, Universität zu Köln; Bettina Lösch, Universität zu Köln; Felix Kirchhof, Universität zu Köln; Georg Gläser, Universität zu Köln; Gudrun Hentges, Universität zu Köln","Politikwissenschaft und Politische Bildung; Soziale Bewegungen; Populismus","Politische Bildu","Julia Lingenfelder",NA,"Universität zu Köln"
"Do A","24","26.09.2024","9:00-10:30 Uhr","Politische Bildung in der Polykrise","Daniel Keil, Universität zu Köln","Julia Lingenfelder, Universität zu Köln; Bettina Lösch, Universität zu Köln; Felix Kirchhof, Universität zu Köln; Georg Gläser, Universität zu Köln; Gudrun Hentges, Universität zu Köln","Politikwissenschaft und Politische Bildung; Soziale Bewegungen; Populismus","Verschwörungsdenken und Antisemitismus als Herausforderungen für die schulische politische Bildung ","Felix Kirchhof","Dario Kroll","Universität zu Köln"
"Do A","25","26.09.2024","9:00-10:30 Uhr","Politische Performanz 2.0 und die Voraussetzungen erfolgreicher Krisenbewältigung","","Tim Schmidt, Justus-Liebig-Universität Gießen; Carsten Wegscheider, Universität Münster","Vergleichende Politikwissenschaft; Policy-Analyse und Verwaltungswissenschaft; Demokratieforschung",NA,NA,NA,NA
"Do A","25","26.09.2024","9:00-10:30 Uhr","Politische Performanz 2.0 und die Voraussetzungen erfolgreicher Krisenbewältigung","","Tim Schmidt, Justus-Liebig-Universität Gießen; Carsten Wegscheider, Universität Münster","Vergleichende Politikwissenschaft; Policy-Analyse und Verwaltungswissenschaft; Demokratieforschung","Der Umgang mit Schocks: die Rolle des Regimetyps bei der Abschwächung der Auswirkungen der Covid-Pandemie auf den sozialen Zusammenhalt (Ko-Autor*innen: Daniel Nowack,","Armin von Schiller",NA,"German Institute of Development and Sustainability (IDOS)"
"Do A","25","26.09.2024","9:00-10:30 Uhr","Politische Performanz 2.0 und die Voraussetzungen erfolgreicher Krisenbewältigung","","Tim Schmidt, Justus-Liebig-Universität Gießen; Carsten Wegscheider, Universität Münster","Vergleichende Politikwissenschaft; Policy-Analyse und Verwaltungswissenschaft; Demokratieforschung","Die Performanzwirkungen der Schuldenbremse auf die Zusammensetzung der Bildungsbudgets der deutschen Bundesländer ","Felix Hörisch","Kai Brumm","htw saar"
"Do A","25","26.09.2024","9:00-10:30 Uhr","Politische Performanz 2.0 und die Voraussetzungen erfolgreicher Krisenbewältigung","","Tim Schmidt, Justus-Liebig-Universität Gießen; Carsten Wegscheider, Universität Münster","Vergleichende Politikwissenschaft; Policy-Analyse und Verwaltungswissenschaft; Demokratieforschung","Nicht-Ereignisse als blinde Flecken in der demokratischen","Raphael Kruse",NA,"FernUniversität in Hagen"
"Do A","25","26.09.2024","9:00-10:30 Uhr","Politische Performanz 2.0 und die Voraussetzungen erfolgreicher Krisenbewältigung","","Tim Schmidt, Justus-Liebig-Universität Gießen; Carsten Wegscheider, Universität Münster","Vergleichende Politikwissenschaft; Policy-Analyse und Verwaltungswissenschaft; Demokratieforschung","Parlamentarische Kultur ","Sebastian Block","Morten Harmening","Leibniz Universität Hannover"
"Do A","25","26.09.2024","9:00-10:30 Uhr","Politische Performanz 2.0 und die Voraussetzungen erfolgreicher Krisenbewältigung","","Tim Schmidt, Justus-Liebig-Universität Gießen; Carsten Wegscheider, Universität Münster","Vergleichende Politikwissenschaft; Policy-Analyse und Verwaltungswissenschaft; Demokratieforschung","Parlamentarische Kultur ","Jona Baumert","Morten Harmening","Leibniz Universität Hannover"
"Do A","25","26.09.2024","9:00-10:30 Uhr","Politische Performanz 2.0 und die Voraussetzungen erfolgreicher Krisenbewältigung","","Tim Schmidt, Justus-Liebig-Universität Gießen; Carsten Wegscheider, Universität Münster","Vergleichende Politikwissenschaft; Policy-Analyse und Verwaltungswissenschaft; Demokratieforschung","Parlamentarische Kultur ","Dominic Nyhuis","Morten Harmening","Leibniz Universität Hannover"
"Do A","25","26.09.2024","9:00-10:30 Uhr","Politische Performanz 2.0 und die Voraussetzungen erfolgreicher Krisenbewältigung","","Tim Schmidt, Justus-Liebig-Universität Gießen; Carsten Wegscheider, Universität Münster","Vergleichende Politikwissenschaft; Policy-Analyse und Verwaltungswissenschaft; Demokratieforschung","Short-Time Work in Scandinavia: Labor Market Policy Respo","Clara Heinrich",NA,"Georg August Universität Göttingen"
"Do A","26","26.09.2024","9:00-10:30 Uhr","Protestdynamiken und Soziale Bewegungen im Lichte des Ukrainekrieges","","Larissa Meier, Universität Bielefeld; Priska Daphi, Universität Bielefeld","Politische Soziologie; Soziale Bewegungen",NA,NA,NA,NA
"Do A","26","26.09.2024","9:00-10:30 Uhr","Protestdynamiken und Soziale Bewegungen im Lichte des Ukrainekrieges","","Larissa Meier, Universität Bielefeld; Priska Daphi, Universität Bielefeld","Politische Soziologie; Soziale Bewegungen","Demanding peace by different means: (Re-)locating the peace movement in the context of the Ukraine war ","Swen Huter","Gesine Höltmann","Freie Universität Berlin / Wissenschaftszentrum Berlin für Sozialforschung (WZB)"
"Do A","26","26.09.2024","9:00-10:30 Uhr","Protestdynamiken und Soziale Bewegungen im Lichte des Ukrainekrieges","","Larissa Meier, Universität Bielefeld; Priska Daphi, Universität Bielefeld","Politische Soziologie; Soziale Bewegungen","Die deutsche Rechtsaußen-Bewegung und der russische Angriffskrieg in der Ukraine: Außenpolit","Sabine Volk",NA,"Universität Passau"
"Do A","26","26.09.2024","9:00-10:30 Uhr","Protestdynamiken und Soziale Bewegungen im Lichte des Ukrainekrieges","","Larissa Meier, Universität Bielefeld; Priska Daphi, Universität Bielefeld","Politische Soziologie; Soziale Bewegungen","Eine neue ""Friedensbewegung""? Rechtsaußen-Bewegungsparteistrategien in Deutschland während des Kriegs Russlands ","Manès Weisskircher",NA,"Technische Universität Dresden"
"Do A","26","26.09.2024","9:00-10:30 Uhr","Protestdynamiken und Soziale Bewegungen im Lichte des Ukrainekrieges","","Larissa Meier, Universität Bielefeld; Priska Daphi, Universität Bielefeld","Politische Soziologie; Soziale Bewegungen","From Distant Wars to Local Turmoil: Exploring the Influence of Global Conflicts on the German P","Lennart Schürmann",NA,"Wissenschaftszentrum Berlin für Sozialforschung (WZB)"
"Do A","26","26.09.2024","9:00-10:30 Uhr","Protestdynamiken und Soziale Bewegungen im Lichte des Ukrainekrieges","","Larissa Meier, Universität Bielefeld; Priska Daphi, Universität Bielefeld","Politische Soziologie; Soziale Bewegungen","Polarizing peace: comparing protests in solidarity with Ukraine with peace demonstr","Larissa Meier",NA,"Priska Daphi"
"Do A","26","26.09.2024","9:00-10:30 Uhr","Protestdynamiken und Soziale Bewegungen im Lichte des Ukrainekrieges","","Larissa Meier, Universität Bielefeld; Priska Daphi, Universität Bielefeld","Politische Soziologie; Soziale Bewegungen","Wem gehört der Montag? Ostdeutsche Demonstrationen zwischen Sozialprotest, Friedensnarrativ und Rechtspopulismus ","Erik Vollmann",NA,"Technische Universität Dresden"
"Do A","26","26.09.2024","9:00-10:30 Uhr","Protestdynamiken und Soziale Bewegungen im Lichte des Ukrainekrieges","","Larissa Meier, Universität Bielefeld; Priska Daphi, Universität Bielefeld","Politische Soziologie; Soziale Bewegungen","Wem gehört der Montag? Ostdeutsche Demonstrationen zwischen Sozialprotest, Friedensnarrativ und Rechtspopulismus ","Friedrich Opitz",NA,"Universität Leipzig"
"Do A","27","26.09.2024","9:00-10:30 Uhr","Religion, secularization and party politics in the 21st century","","Matthias Frey, Technische Universität Dortmund; Matthias Kortmann, Technische Universität Dortmund; Arvid Rose, Technische Universität Dortmund","Vergleichende Politikwissenschaft; Politik und Religion; Parteienforschung",NA,NA,NA,NA
"Do A","27","26.09.2024","9:00-10:30 Uhr","Religion, secularization and party politics in the 21st century","","Matthias Frey, Technische Universität Dortmund; Matthias Kortmann, Technische Universität Dortmund; Arvid Rose, Technische Universität Dortmund","Vergleichende Politikwissenschaft; Politik und Religion; Parteienforschung","Multiculturalism, Interculturalism, or Laïcité? Competing Models of Religious Diversity Management across Québec’s Political Parties ","Efe Peker","Frédérick Guillaume Dufour","University of Ottawa"
"Do A","27","26.09.2024","9:00-10:30 Uhr","Religion, secularization and party politics in the 21st century","","Matthias Frey, Technische Universität Dortmund; Matthias Kortmann, Technische Universität Dortmund; Arvid Rose, Technische Universität Dortmund","Vergleichende Politikwissenschaft; Politik und Religion; Parteienforschung","Polarising the “Christian West”: “Us” and “Them” in Populist Radical Right ","Lucienne Engelhardt",NA,NA
"Do A","27","26.09.2024","9:00-10:30 Uhr","Religion, secularization and party politics in the 21st century","","Matthias Frey, Technische Universität Dortmund; Matthias Kortmann, Technische Universität Dortmund; Arvid Rose, Technische Universität Dortmund","Vergleichende Politikwissenschaft; Politik und Religion; Parteienforschung","Religion, secularization and party politics ","Matthias Frey",NA,"Technische Universität Dortmund"
"Do A","27","26.09.2024","9:00-10:30 Uhr","Religion, secularization and party politics in the 21st century","","Matthias Frey, Technische Universität Dortmund; Matthias Kortmann, Technische Universität Dortmund; Arvid Rose, Technische Universität Dortmund","Vergleichende Politikwissenschaft; Politik und Religion; Parteienforschung","Religion, secularization and party politics ","Matthias Kortmann",NA,"Technische Universität Dortmund"
"Do A","27","26.09.2024","9:00-10:30 Uhr","Religion, secularization and party politics in the 21st century","","Matthias Frey, Technische Universität Dortmund; Matthias Kortmann, Technische Universität Dortmund; Arvid Rose, Technische Universität Dortmund","Vergleichende Politikwissenschaft; Politik und Religion; Parteienforschung","Religion, secularization and party politics ","Arvid Rose",NA,"Technische Universität Dortmund"
"Do A","27","26.09.2024","9:00-10:30 Uhr","Religion, secularization and party politics in the 21st century","","Matthias Frey, Technische Universität Dortmund; Matthias Kortmann, Technische Universität Dortmund; Arvid Rose, Technische Universität Dortmund","Vergleichende Politikwissenschaft; Politik und Religion; Parteienforschung","Shaping India's Political Landscape: The Nehru-Liaquat Agreement and Foundation of Bharatiya Jana Sangh ","Deepak Kaswan","Hari Nair","Birla Institute of Technology and Science"
"Do A","27","26.09.2024","9:00-10:30 Uhr","Religion, secularization and party politics in the 21st century","","Matthias Frey, Technische Universität Dortmund; Matthias Kortmann, Technische Universität Dortmund; Arvid Rose, Technische Universität Dortmund","Vergleichende Politikwissenschaft; Politik und Religion; Parteienforschung","Shaping India's Political Landscape: The Nehru-Liaquat Agreement and Foundation of Bharatiya Jana Sangh ","Pilani (BITS Pilani)","Hari Nair",NA
"Do A","27","26.09.2024","9:00-10:30 Uhr","Religion, secularization and party politics in the 21st century","","Matthias Frey, Technische Universität Dortmund; Matthias Kortmann, Technische Universität Dortmund; Arvid Rose, Technische Universität Dortmund","Vergleichende Politikwissenschaft; Politik und Religion; Parteienforschung","The Christian Democratic Party Formation in Post-Communist Czechoslovakia: The Historica","Krystof Dolezal",NA,"Central European University"
"Do A","28","26.09.2024","9:00-10:30 Uhr","Social inequality and climate crisis","Anne-Marie Parth, Deutsche Universität für Verwaltungswissenschaften Speyer","","Politische Ökonomie; Umweltpolitik / Global Change; Wohlfahrtsstaatsforschung","Framing the Climate Crisis: How Social Class Moderates Perceptions of Climate Policy (Ko-Autor*innen: Laura Schimmöller, Juliane Friedrich, Lou Frisch,","Julian Heide",NA,"Humboldt-Universität zu Berlin"
"Do A","28","26.09.2024","9:00-10:30 Uhr","Social inequality and climate crisis","Anne-Marie Parth, Deutsche Universität für Verwaltungswissenschaften Speyer","","Politische Ökonomie; Umweltpolitik / Global Change; Wohlfahrtsstaatsforschung","Green Transition or Digitalization? Individual-level Preferences over Public Spending Trade-offs on the Twin Transition ","Sophia Stutzmann","Sebastian Koos","Universität Konstanz"
"Do A","28","26.09.2024","9:00-10:30 Uhr","Social inequality and climate crisis","Anne-Marie Parth, Deutsche Universität für Verwaltungswissenschaften Speyer","","Politische Ökonomie; Umweltpolitik / Global Change; Wohlfahrtsstaatsforschung","Inequality perceptions and preferences fo","Julian Limberg",NA,"King's College London"
"Do A","29","26.09.2024","9:00-10:30 Uhr","The Future the EU's Democracy Promotion - In Search for Innovative Tools and Appropriate Policies","Brigitte Weiffen, Open University, United Kingdom","Jonas Wolff, Goethe-Universität Frankfurt / Peace Research Institute Frankfurt (PRIF)","Internationale Beziehungen; Demokratieforschung","Conceputal frame for invigorating the EU's enlargement and neighbourhood policy to enhance Eu","Funda Tekin",NA,"Institut für Europäische Politik"
"Do A","29","26.09.2024","9:00-10:30 Uhr","The Future the EU's Democracy Promotion - In Search for Innovative Tools and Appropriate Policies","Brigitte Weiffen, Open University, United Kingdom","Jonas Wolff, Goethe-Universität Frankfurt / Peace Research Institute Frankfurt (PRIF)","Internationale Beziehungen; Demokratieforschung","Conceputal frame for invigorating the EU's enlargement and neighbourhood policy to enhance Eu","Berlin / Eberhard Karls Universität Tübingen",NA,NA
"Do A","29","26.09.2024","9:00-10:30 Uhr","The Future the EU's Democracy Promotion - In Search for Innovative Tools and Appropriate Policies","Brigitte Weiffen, Open University, United Kingdom","Jonas Wolff, Goethe-Universität Frankfurt / Peace Research Institute Frankfurt (PRIF)","Internationale Beziehungen; Demokratieforschung","Plus ça change…Explaining EU policy adaption towards the European Neighbourhood in the light of rising","Sonja Grimm",NA,"Julius-Maximilians-Universität Würzburg"
"Do A","29","26.09.2024","9:00-10:30 Uhr","The Future the EU's Democracy Promotion - In Search for Innovative Tools and Appropriate Policies","Brigitte Weiffen, Open University, United Kingdom","Jonas Wolff, Goethe-Universität Frankfurt / Peace Research Institute Frankfurt (PRIF)","Internationale Beziehungen; Demokratieforschung","Regime-Sensitive Approach to EU’s Democracy Support ","Sergiu Buscaneanu","Maianne Kneuer","Technische Universität Dresden"
"Do A","29","26.09.2024","9:00-10:30 Uhr","The Future the EU's Democracy Promotion - In Search for Innovative Tools and Appropriate Policies","Brigitte Weiffen, Open University, United Kingdom","Jonas Wolff, Goethe-Universität Frankfurt / Peace Research Institute Frankfurt (PRIF)","Internationale Beziehungen; Demokratieforschung","Rethinking and Reshaping the EU’s Democracy Support in Its Eastern and Southe","Andrea Gawrich",NA,"Justus-Liebig-Universität Gießen"
"Do A","30","26.09.2024","9:00-10:30 Uhr","Toolbox for mapping the digital democracy","Felix von Nostitz, Université Catholique de Lille","Stine Ziegler, Philipps-Universität Marburg; Ramon Villaplana Jimenez, Universität Catholique de Lille","Politische Soziologie; Politik und Kommunikation","Country or Party Factors? The use of Google Ads by Political Parties during the 2024 ","Felix-Christopher von Nostitz",NA,"ESPOL-LAB"
"Do A","30","26.09.2024","9:00-10:30 Uhr","Toolbox for mapping the digital democracy","Felix von Nostitz, Université Catholique de Lille","Stine Ziegler, Philipps-Universität Marburg; Ramon Villaplana Jimenez, Universität Catholique de Lille","Politische Soziologie; Politik und Kommunikation","Country or Party Factors? The use of Google Ads by Political Parties during the 2024 ","Université Catholique de Lille",NA,"Jasmin Fitzpatrick"
"Do A","30","26.09.2024","9:00-10:30 Uhr","Toolbox for mapping the digital democracy","Felix von Nostitz, Université Catholique de Lille","Stine Ziegler, Philipps-Universität Marburg; Ramon Villaplana Jimenez, Universität Catholique de Lille","Politische Soziologie; Politik und Kommunikation","Country or Party Factors? The use of Google Ads by Political Parties during the 2024 ","Johannes Gutenberg-Universität Mainz",NA,NA
"Do A","30","26.09.2024","9:00-10:30 Uhr","Toolbox for mapping the digital democracy","Felix von Nostitz, Université Catholique de Lille","Stine Ziegler, Philipps-Universität Marburg; Ramon Villaplana Jimenez, Universität Catholique de Lille","Politische Soziologie; Politik und Kommunikation","Into the Open? An alternative measurement of the digit","Isabelle Borucki",NA,"Philipps-Universität Marburg"
"Do A","30","26.09.2024","9:00-10:30 Uhr","Toolbox for mapping the digital democracy","Felix von Nostitz, Université Catholique de Lille","Stine Ziegler, Philipps-Universität Marburg; Ramon Villaplana Jimenez, Universität Catholique de Lille","Politische Soziologie; Politik und Kommunikation","Is Digital India enhancing the digital democracy and digital transformation of society? A ","Chongom Aron Aimol",NA,"University of Allahabad"
"Do A","30","26.09.2024","9:00-10:30 Uhr","Toolbox for mapping the digital democracy","Felix von Nostitz, Université Catholique de Lille","Stine Ziegler, Philipps-Universität Marburg; Ramon Villaplana Jimenez, Universität Catholique de Lille","Politische Soziologie; Politik und Kommunikation","Is Digital India enhancing the digital democracy and digital transformation of society? A ","India",NA,NA
"Do A","30","26.09.2024","9:00-10:30 Uhr","Toolbox for mapping the digital democracy","Felix von Nostitz, Université Catholique de Lille","Stine Ziegler, Philipps-Universität Marburg; Ramon Villaplana Jimenez, Universität Catholique de Lille","Politische Soziologie; Politik und Kommunikation","Mapping Social Media Platforms: Using Social Media Ads for S","Dennis Redeker",NA,"Universität Bremen"
"Do A","30","26.09.2024","9:00-10:30 Uhr","Toolbox for mapping the digital democracy","Felix von Nostitz, Université Catholique de Lille","Stine Ziegler, Philipps-Universität Marburg; Ramon Villaplana Jimenez, Universität Catholique de Lille","Politische Soziologie; Politik und Kommunikation","X Marks the Echo: Deciphering the Role of Network Typology for the Persistence of Echo Chambers ","Wiebke Drews","Andreas Dafnos","Universität der Bundeswehr München"
"Do A","30","26.09.2024","9:00-10:30 Uhr","Toolbox for mapping the digital democracy","Felix von Nostitz, Université Catholique de Lille","Stine Ziegler, Philipps-Universität Marburg; Ramon Villaplana Jimenez, Universität Catholique de Lille","Politische Soziologie; Politik und Kommunikation","X Marks the Echo: Deciphering the Role of Network Typology for the Persistence of Echo Chambers ","Jasmin Riedl","Andreas Dafnos","Universität der Bundeswehr München"
"Do D","01","26.09.2024","14:00-15:30 Uhr","Administrative Crisis Management During, Before, and After Covid-19","Christian Adam, Zeppelin Universität; Franziska Graf, Zeppelin Universität","Pauline Hoffmann, Zeppelin Universität; Alexa Lenz, Ludwig-Maximilians-Universität München / Zeppelin Universität","Policy-Analyse und Verwaltungswissenschaft","Mayoral Leadership in Times of Polycrisis. Mayors as Crisis Manager","Louisa Anna Süß",NA,"Ruhr-Universität Bochum"
